Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,STIG Severity,CVSS v3.0 Base Score,CVSS v2.0 Temporal Score,CVSS v3.0 Temporal Score,VPR Score,Risk Factor,BID,XREF,MSKB,Plugin Publication Date,Plugin Modification Date,Metasploit,Core Impact,CANVAS
"11936","","","None","192.168.0.105","tcp","0","OS Identification","It is possible to guess the remote operating system.","Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,
SNMP, etc.), it is possible to guess the name of the remote operating
system in use. It is also possible sometimes to guess the version of
the operating system.","n/a","","
Remote operating system : Linux Kernel 2.6 on CentOS release 4
Confidence level : 95
Method : HTTP

 
The remote host is running Linux Kernel 2.6 on CentOS release 4","","","","","","None","","","","2003/12/09","2022/03/09","","",""
"15901","","5.0","Medium","192.168.0.105","tcp","443","SSL Certificate Expiry","The remote server's SSL certificate has already expired.","This plugin checks expiry dates of certificates associated with SSL-
enabled services on the target and reports whether any have already
expired.","Purchase or generate a new SSL certificate to replace the existing
one.","","
The SSL certificate has already expired :

  Subject          : C=--, ST=SomeState, L=SomeCity, O=SomeOrganization, OU=SomeOrganizationalUnit, CN=localhost.localdomain, emailAddress=root@localhost.localdomain
  Issuer           : C=--, ST=SomeState, L=SomeCity, O=SomeOrganization, OU=SomeOrganizationalUnit, CN=localhost.localdomain, emailAddress=root@localhost.localdomain
  Not valid before : Oct  8 00:10:47 2009 GMT
  Not valid after  : Oct  8 00:10:47 2010 GMT
","","5.3","","","","Medium","","","","2004/12/03","2021/02/03","","",""
"15973","CVE-2004-1018","7.5","High","192.168.0.105","tcp","80","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1019","7.5","High","192.168.0.105","tcp","80","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1020","7.5","High","192.168.0.105","tcp","80","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1063","7.5","High","192.168.0.105","tcp","80","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1064","7.5","High","192.168.0.105","tcp","80","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1065","7.5","High","192.168.0.105","tcp","80","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1018","7.5","High","192.168.0.105","tcp","443","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1019","7.5","High","192.168.0.105","tcp","443","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1020","7.5","High","192.168.0.105","tcp","443","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1063","7.5","High","192.168.0.105","tcp","443","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1064","7.5","High","192.168.0.105","tcp","443","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"15973","CVE-2004-1065","7.5","High","192.168.0.105","tcp","443","PHP < 4.3.10 / 5.0.3 Multiple Vulnerabilities","The remote web server uses a version of PHP that is potentially
affected by multiple vulnerabilities.","According to its banner, the version of PHP installed on the remote
host is prior to 4.3.10 / 5.0.3.  It is, therefore, affected by
multiple security issues that could, under certain circumstances,
allow an attacker to execute arbitrary code on the remote host,
provided that the attacker can pass arbitrary data to some
functions, or to bypass safe_mode.","Upgrade to PHP 5.0.3 or 4.3.10.","http://www.php.net/ChangeLog-5.php#5.0.3","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.10 / 5.0.3
","","","5.9","","6.8","High","11964;11981;11992;12045","CWE:20","","2004/12/15","2022/04/11","","",""
"17687","CVE-2005-0524","5.4","Medium","192.168.0.105","tcp","80","PHP Multiple Image Processing Functions File Handling DoS","The remote web server is prone to denial of service attacks.","According to its banner, the version of PHP installed on the remote
host is vulnerable to a denial of service attack due to its failure to
properly validate file data in the routines 'php_handle_iff' and
'php_handle_jpeg', which are called by the PHP function
'getimagesize'.  Using a specially crafted image file, an attacker can
trigger an infinite loop when 'getimagesize' is called, perhaps even
remotely in the cases where image uploads are allowed.","Upgrade to PHP 4.3.11 / 5.0.4 or later.","http://www.nessus.org/u?9ad00097
https://www.securityfocus.com/archive/1/394797
http://www.php.net/release_4_3_11.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.11 / 5.0.4
","","","4.0","","4.4","Medium","12962;12963","","","2005/04/02","2022/04/11","","",""
"17687","CVE-2005-0525","5.4","Medium","192.168.0.105","tcp","80","PHP Multiple Image Processing Functions File Handling DoS","The remote web server is prone to denial of service attacks.","According to its banner, the version of PHP installed on the remote
host is vulnerable to a denial of service attack due to its failure to
properly validate file data in the routines 'php_handle_iff' and
'php_handle_jpeg', which are called by the PHP function
'getimagesize'.  Using a specially crafted image file, an attacker can
trigger an infinite loop when 'getimagesize' is called, perhaps even
remotely in the cases where image uploads are allowed.","Upgrade to PHP 4.3.11 / 5.0.4 or later.","http://www.nessus.org/u?9ad00097
https://www.securityfocus.com/archive/1/394797
http://www.php.net/release_4_3_11.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.11 / 5.0.4
","","","4.0","","4.4","Medium","12962;12963","","","2005/04/02","2022/04/11","","",""
"17687","CVE-2005-0524","5.4","Medium","192.168.0.105","tcp","443","PHP Multiple Image Processing Functions File Handling DoS","The remote web server is prone to denial of service attacks.","According to its banner, the version of PHP installed on the remote
host is vulnerable to a denial of service attack due to its failure to
properly validate file data in the routines 'php_handle_iff' and
'php_handle_jpeg', which are called by the PHP function
'getimagesize'.  Using a specially crafted image file, an attacker can
trigger an infinite loop when 'getimagesize' is called, perhaps even
remotely in the cases where image uploads are allowed.","Upgrade to PHP 4.3.11 / 5.0.4 or later.","http://www.nessus.org/u?9ad00097
https://www.securityfocus.com/archive/1/394797
http://www.php.net/release_4_3_11.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.11 / 5.0.4
","","","4.0","","4.4","Medium","12962;12963","","","2005/04/02","2022/04/11","","",""
"17687","CVE-2005-0525","5.4","Medium","192.168.0.105","tcp","443","PHP Multiple Image Processing Functions File Handling DoS","The remote web server is prone to denial of service attacks.","According to its banner, the version of PHP installed on the remote
host is vulnerable to a denial of service attack due to its failure to
properly validate file data in the routines 'php_handle_iff' and
'php_handle_jpeg', which are called by the PHP function
'getimagesize'.  Using a specially crafted image file, an attacker can
trigger an infinite loop when 'getimagesize' is called, perhaps even
remotely in the cases where image uploads are allowed.","Upgrade to PHP 4.3.11 / 5.0.4 or later.","http://www.nessus.org/u?9ad00097
https://www.securityfocus.com/archive/1/394797
http://www.php.net/release_4_3_11.php","
  Version source     : X-Powered-By: PHP/4.3.9
  Installed version  : 4.3.9
  Fixed version      : 4.3.11 / 5.0.4
","","","4.0","","4.4","Medium","12962;12963","","","2005/04/02","2022/04/11","","",""
